DEPARTAMENTO,MUNICIPIO(S),DESTINO,NOMBRE,IMPACTO,APORTES NACIÓN,CONTRAPARTIDA,RADICACION SALIDA,ESTADO FÍSICO ACTUAL,AVANCE FÍSICO ACTUAL
QUINDIO,Salento(QUI),Alcantarillado/Urbana,MEJORAMIENTO Y OPTIMIZACION DE LA RED DE ALCANTARILLADO DEL MUNICIPIO DE SALENTO,Población Beneficiada : 6131 Nuevas Conexiones : 2274 Cobertura : Continuidad : N.A. Empleos Generados : 601,2930088252.00,0.00,Sin Información,Liquidado,100
QUINDIO,Salento(QUI),Alcantarillado/Urbana,OPTIMIZACION Y CONSTRUCCION REDES DE ALCANTARILLADO CASCO URBANO MUNICIPIO DE SALENTO (REFORMULACION),Población Beneficiada : 1985 Nuevas Conexiones : N.A. Cobertura : N.A. Continuidad : N.A. Empleos Generados : 127,619395374.00,0.00,Sin Información,Liquidado Contrato Obra,100
QUINDIO,Salento(QUI),Alcantarillado/Urbana,REPOSICION DE REDES DE ALCANTARILLADO DEL MUNICIPIO,Población Beneficiada : 5035 Nuevas Conexiones : N.D. Cobertura : N.D. Continuidad : N.D. Empleos Generados : 33,150000000.00,11717000.00,Sin Información,Liquidado,100
ANTIOQUIA,Salgar(ANT),Acueducto/Urbana,CONSTRUCCIÓN ACUEDUCTO VEREDA LA CLARA,Población Beneficiada : 655 Nuevas Conexiones : 655 Cobertura : Continuidad : Empleos Generados : 98,300000000.00,177866098.00,Sin Información,Liquidado,100
ANTIOQUIA,Salgar(ANT),"Acueducto/Urbana, Acueducto/Rural, Alcantarillado/",CONSTRUCCIÓN DE OBRAS PARA GARANTIZAR EL ACCESO A LOS SERVICIOS DE ACUEDUCTO Y ALCANTARILLADO A PROYECTOS DE VIVIENDA DE INTERÉS PRIORITARIO QUE BENEFICIAN A FAMILIAS AFECTADAS POR LA AVALANCHA DEL 18 DE MAYO DE 2015 EN EL MUNICIPIO DE SALGAR,"Con el proyecto se beneficia población rural del corregimiento las Margaritas tanto en acueducto como en alcantarillado. En este sector la cobertura de acueducto pasa de 85% actual a 100% futuro, en este caso se suministrará agua potable, pues a la fecha se consume en esta localidad agua cruda. En alcantarillado se pasa de una cobertura del 0% al 100% de redes. En el área rural se asegura servicios de agua potable para aproximadamente 700 habitantes actuales a asentar en las futuras urbanizaciones de interés público La Habana y La Florida. Se resuelve a su vez calidad de vida de población afectada por el fenómeno de la creciente del 28 de mayo de 2015 de la quebrada La Liboriana, que destruyo parte de viviendas del municipio de Salgar.",1229695706.00,0.00,2016EE0029495,Liquidado,100
ANTIOQUIA,Salgar(ANT),"Acueducto/Urbana, Alcantarillado/Urbana",OPTIMIZACION DEL ACUEDUCTO URBANO Y CONSTRUCCION DEL PLAN MAESTRO DE ALCANTARILLADO DEL MUNICIPIO DE SALGAR SEGUNDA ETAPA,"1-ACUEDUCTO: CON LA EJECUCIÓN DE LAS OBRAS DE OPTIMIZACIÓN DEL SISTEMA DE ACUEDUCTO, SE LOGRARÁ LA CAPACIDAD DEL SUMINISTRO DEL SERVICIO DE AGUA POTABLE, CON UNA CONTINUIDAD DE 24 HORAS, SE AMPLIARÁ LA COBERTURA DEL 98% AL 99%, SE BENEFICIARÁ A 8.454 HABITANTES ACTUALES DEL MUNICIPIO. 2-ALCANTARILLADO: CON LAS OBRAS DE CONSTRUCCIÓN Y OPTIMIZACIÓN DEL SISTEMA DE ALCANTARILLADO, SE LOGRARÁ AUMENTAR LA COBERTURA DEL 72% AL 94%, SE BENEFICIARÁ EN GRAN PARTE LA COMUNIDAD UBICADA EN EL SECTOR COSME Y ALREDEDOR DEL PARQUE, ASÍ MISMO SE REDUCIRÁ EL APORTE DE AGUA RESIDUAL AL BOX-COULVERT QUE ATRAVIEZA EL PARQUE PRINCIPAL Y QUE HOY SE ENCUENTRA COLAPSADO POR UNA CECIENTE REGISTRADA EN EL INVIERNO ANTERIOR, CON EFECTO GRAVE A LA SALUD PUBLICA DE LOS 8454 HABITANTES QUE RESIDEN EN LA ZONA URBANA.",983796845.00,820813313.00,7320-E2-43717,Liquidado,100
BOYACA,Samaca(BOY),Alcantarillado/Urbana,"CONSTRUCCIÓN PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DOMESTICAS SAMACÁ, BOYACÁ, CENTRO ORIENTE","El proyecto plantea depurar las aguas residuales generadas por 18.095 habitantes del casco urbano del municipio de Samacá, los cuales descargan actualmente, sin ningún tratamiento, al cuerpo de agua receptor canal San José.",0.00,8655518754.00,2018EE0073766,En Liquidación,100
CALDAS,Samana(CAL),Acueducto/Urbana,OPTIMIZACION DE REDES DE ACUEDUCTO Y ALCANTARILLADO DEL MUNICIPIO,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 43,195000000.00,16000000.00,Sin Información,Liquidado,100
CALDAS,Samana(CAL),"Acueducto/Urbana, Alcantarillado/Urbana",MEJORAMIENTO DE REDES DE ACUEDUCTO Y ALCANTARILLADO EN LA ZONA URBANA MUNICIPIO DE SAMANA(REFORMULACION),"MEJORAMIENTO EN LA CALIDAD DE LA PRESTACIÓN DEL SERVICIO DE ACUEDUCTO, AL MEJORAR LAS PRESIONES DE SERVICIO Y REDUCIR LAS FRECUENTES REPARACIONES DE TUBERÍAS POR ROTURA O FALLA ESTRUCTURAL DE LAS MISMAS. MEJORAMIENTO EN LA CALIDAD DE LA PRESTACIÓN DEL SERVICIO DE ALCANTARILLADO, AL AUMENTAR LA CAPACIDAD DE DRENAJE DE LOS COLECTORES. AUMENTO EN LA COBERTURA DEL SERVICIO DE ALCANTARILLADO AL PASAR DEL 82,3% AL 91,4%.",464233624.00,900000000.00,7320-E2-46632,Liquidado,100
CALDAS,Samana(CAL),Aseo/Urbana,OPTIMIZACION RELLENO SANITARIO EL EDEN DEL MUNICIPIO DE SAMANA,"CON LA OPTIMIZACIÓN DEL RELLENIO SANITARIO EL EDEN SE REALIZARÁ LA DISPOSICIÓN FINAL ADECUADA DE LOS RESIDUOS SOLIDOS GENERADOS EN EL MUNICIPIO DE SAMANA Y LOS CORREGIMIENTOS DE FLORENCIA, BERLIN Y SAN DIEGO, EVITANDO LA CONTAMINACIÓN DE LAS FUENTES HIDRICAS Y DEL SUELO EN EL ÁREA DE INFLUENCIA DEL MISMO. CON LO ANTERIOR SE BENEFICIARÁN 11.804 HABITANTES.",773356671.00,0.00,7320-E2-42741,Liquidado,100
CALDAS,Samana(CAL),Aseo/Urbana,"COMPRA DE UN VEHICULO COMPACTADOR PARA EL MUNICIPIO DE SAMANA, DEPARTAMENTO DE CALDAS",DISPONIBILIDAD PARA GENERAR UNA COBERTURA DE RECOLECCIÓN Y TRANSPORTE EN UN 100% DEL CASCO URBANO DEL MUNICIPIO DE SAMANA.,0.00,262000000.00,7323-E2-80770,Liquidado,100
NARIÑO,Samaniego(NAR),Acueducto/Urbana,REPOSICION RED DE DISTRIBUCIÓN DEL ACUEDUCTO CABECERA MUNICIPAL.,Población Beneficiada : 7625 Nuevas Conexiones : NA Cobertura : Continuidad : Empleos Generados : 111,500000000.00,40687864.00,Sin Información,Liquidado,100
NARIÑO,"Samaniego(NAR), Santacruz(NAR), Tuquerres(NAR)",Alcantarillado/Rural,"CONSTRUCCIÓN DE UNIDADES SANITARIAS, EN EL TRAYECTO VIAL TUQUERRES-SANTACRUZ-SAMANIEGO","MEJORAR LA CALIDAD DE VIDA DE LA POBLACIóN DE LA ZONA RURAL DE LOS MUNICIPIOS DE SAMANIEGO, TUQUERRES Y SANTACRUZ, POR MEDIO DE LA CONSTRUCCIóN DE UNIDADES SANITARIAS CON SISTEMA SEPTICO, Y COOPERAR ASI MISMO CON LA DESCONTAMINACIóN AMBIENTAL DE LA ZONA.",600000000.00,4436344260.00,2015EE0105819,Liquidado Contrato Obra,31
SUCRE,Sampues(SUC),Acueducto/Rural,CONSTRUCCION MICROACUEDUCTO DE LOS CORREGIMIENTOS DE SABANALARGA Y SANTA INES DE PALITO EN EL MUNICIPIO DE SAMPUES,AUMENTO EN LA FRECUENCIA Y CONTINUIDAD EN LA PRESTACIÓN DEL SERVICIO EN LA ZONA RURAL DEL MUNICIPIO DE SAMPUÉS.,0.00,212429778.00,7320-E2-77317,Liquidado,100
SUCRE,Sampues(SUC),Acueducto/Urbana,OPTIMIZACION DEL ACUEDUCTO DEL MUNICIPIO *,Población Beneficiada : 28004 Nuevas Conexiones : 10694 Cobertura : 95% A 100% Continuidad : Empleos Generados : 468,1920651374.00,362746164.00,Sin Información,Liquidado,100
SUCRE,Sampues(SUC),Acueducto/Urbana,OPTIMIZACION Y AMPLIACION DEL SISTEMA DE ACUEDUCTO DE LA CABECERA DE SAMPUES FASE I,Aumentar cobertura de acueducto del 90% al 100%. Aumentar la continuidad del servicio de 4 horas a 24 horas. Mejorar la calidad de agua de 10000 a 0 coliformes totales. Población beneficiada 22192 habitantes,5540140406.00,3849567780.00,2016EE0111078,Liquidado,100
CORDOBA,San Andres Sotavento(COR),"Acueducto/Rural, Alcantarillado/Rural","Estudios y diseños del proyecto integral de abastecimiento de Agua y Manejo de Aguas Residuales de las localidades de Cruz del Guayabo, Los Castillos y Las Casitas, zona rural del Municipio de San Andrés de Sotavento.","INCREMENTAR AL 100% LA COBERTURA DE ABASTECIMIENTO DE AGUA Y MANEJO DE AGUAS RESIDUALES A LAS LOCALIDADES DE CRUZ DEL GUAYABO, LAS CASITAS Y LOS CASTILLOS DEL MUNICIPIO DE SAN ANDRES DE SOTAVENTO",731144557.00,0.00,Sin Información,En Liquidación,100
CORDOBA,San Andres Sotavento(COR),Alcantarillado/Urbana,CONSTRUCCION DE OBRAS EN EL PLAN MAESTRO DE ALCANTARILLADO DEL MUNICIPIO DE SAN ANDRES DE SOTAVENTO,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 627,3057192736.00,0.00,Sin Información,Liquidado,100
SAN ANDRES,San Andres(SAN),Acueducto/Urbana,"SECTORIZACION DEL SISTEMA DE ACUEDUCTO, REDUCCION Y CONTROL DE PRESIONES ETAPA I ISLA DE SAN ANDRES (REFORMULACION)",Disminución del porcentaje de agua no contabilizada en San Andrés Isla que actualmente es del orden del 74%. Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 220,1073503775.00,0.00,Sin Información,Liquidado,100
SAN ANDRES,San Andres(SAN),Acueducto/Urbana,"SECTORIZACION DEL SISTEMA DE ACUEDUCTO, REDUCCION Y CONTROL DE PRESIONES IMPERMEABILIZACION DE TANQUES ETAPA 2 *","LA EMPRESA PROACTIVA AGUAS DEL ARCHIPIELAGO S.A. E.S.P. ACTUALMENTE ES EL OPERADOR DEL SERVICIO DE ACUEDUCTO Y HA DETERMINADO UN INDICE DE AGUA NO CONTABILIZADA IANC DEL 77% PARA JUNIO DE 2011, POR LO QUE EL AGUA TRATADA APTA PARA CONSUMO HUMANO SE ESTA PERDIENDO Y LA COMUNIDAD EN SU NECESIDAD DE ABASTECERSE CONSUME AGUA DE FUENTES ALTERNAS QUE NO ES POTABLE, LO QUE PODRÍA GENERAR ENFERMEDADES. POR CONSIGUIENTE EL PRESENTE PROYECTO BUSCA DISMUNUIR EL IANC.",1121106634.00,0.00,7320-E2-38423,Liquidado,100
SAN ANDRES,San Andres(SAN),Alcantarillado/Urbana,CONSTRUCCION DE ALCANTARILLADO SANITARIO EN EL BARRIO OBRERO CARRERA 2 ENTRE CALLE 17 Y BAHIA HOOKER DEL DISTRITO 1 Y SUMINISTRO E INSTALACION PLANTA GENERADORA DE ENERGIA Y OBRAS CIVILES ANEXAS ESTACION DE BOMBEO DE AGUAS RESIDUALES NO. 1,Población Beneficiada : 1518 Nuevas Conexiones : 257 Cobertura : Continuidad : Empleos Generados :,507575570.00,0.00,7320-E2-38426,Liquidado,100
SAN ANDRES,San Andres(SAN),Alcantarillado/Urbana,CONSTRUCCION ALCANTARILLADO SANITARIO CALLE 7 BARRIO SANTANA.,Población Beneficiada : 28307 Nuevas Conexiones : 160 Cobertura : Continuidad : Empleos Generados :,153523079.00,0.00,7320-E2-38424,Liquidado,100
SAN ANDRES,San Andres(SAN),Alcantarillado/Urbana,CONSTRUCCION DE LA RED DE ALCANTARILLADO SANITARIO SECTOR TORICES - ROCK ISLA DE SAN ANDRES (REFORMULACION),Mejoramiento de las condiciones ambientales del área de influencia del proyecto y mejoramiento de la calidad de vida de la población del sector Torices de la Isla de San Andrés. Población Beneficiada : 90 Nuevas Conexiones : 90 Cobertura : Continuidad : Empleos Generados : 15,74751860.00,0.00,Sin Información,Liquidado,100
SAN ANDRES,San Andres(SAN),Alcantarillado/Urbana,CONSTRUCCION DE LA RED DE ALCANTARILLADO SANITARIO CARRERA 5 ENTRE AVENIDA COLON Y CALLE 4 (AVENIDAD LAS AMERICAS) ISLA DE SAN ANDRES (REFORMULACION),Mejoramiento de las condiciones ambientales del área de influencia del proyecto y mejoramiento de la calidad de vida de la población de la carrera 5 entre avenida Colón y calle 4 (Las Américas). Población Beneficiada : 155 Nuevas Conexiones : 155 Cobertura : Continuidad : Empleos Generados : 40,194384838.00,0.00,Sin Información,Liquidado,100
SAN ANDRES,San Andres(SAN),Alcantarillado/Urbana,CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO SANITARIO CARRERA 6 ENTRE CALLE 14 (AVENIDA LAS AMERICAS) Y AVENIDA BOYACA; AVENIDA BOYACA ENTRE CARRERA 6 Y AVENIDA 20 DE JULIO ISLA DE SAN ANDRES (REFORMULACION),Mejoramiento de las condiciones ambientales del área de influencia del proyecto y mejoramiento de la calidad de vida de la población de la calle 6 entre carrera 6 y avenida 20 de julio. Población Beneficiada : 435 Nuevas Conexiones : 435 Cobertura : Continuidad : Empleos Generados : 124,603849612.00,0.00,Sin Información,Liquidado,100
SAN ANDRES,San Andres(SAN),Alcantarillado/Urbana,CONSTRUCCION DE LA RED DE ALCANTARILLADO SANITARIO CALLE 6 ENTRE CARRERAS 6 Y AVENIDA 20 DE JULIO ISLA DE SAN ANDRES (REFORMULACION),Mejoramiento de las condiciones ambientales del área de influencia del proyecto y mejoramiento de la calidad de vida de la población de la calle 6 entre carrera 6 y avenida 20 de julio. Población Beneficiada : 210 Nuevas Conexiones : 210 Cobertura : Continuidad : Empleos Generados : 52,254798180.00,0.00,Sin Información,Liquidado,100
SAN ANDRES,San Andres(SAN),Alcantarillado/Urbana,CONSTRUCCION ALCANTARILLADO SANITARIO ACARIBE LIBROS ISLA DE SAN ANDRES (REFORMULACION),Mejoramiento de las condiciones ambientales del área de influencia del proyecto y mejoramiento de la calidad de vida de la población del sector Acaribe Libros de la Isla de San Andrés. Población Beneficiada : 150 Nuevas Conexiones : 150 Cobertura : Continuidad : Empleos Generados : 29,143651170.00,0.00,Sin Información,Liquidado,100
SAN ANDRES,San Andres(SAN),Alcantarillado/Urbana,CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO SANITARIO CARRERA 6 ENTRE CALLE 6 Y AVENIDA BOYACA,Mejoramiento de las condiciones ambientales del área de influencia del proyecto y mejoramiento de la calidad de vida de la población de la calle 6 entre carrera 6 y avenida 20 de julio. Población Beneficiada : 43223 Nuevas Conexiones : 0 Cobertura : Continuidad : Empleos Generados :,156293226.00,2836528.00,5100-E2-70,Liquidado,100
SAN ANDRES,San Andres(SAN),Alcantarillado/Urbana,OPTIMIZACION ESTACION DE BOMBEO NO. 2 SAN ANDRES,Población Beneficiada : 43223 Nuevas Conexiones : 0 Cobertura : Continuidad : Empleos Generados :,252972009.00,0.00,5100-E2-74,Liquidado,100
SAN ANDRES,San Andres(SAN),Alcantarillado/Urbana,CONSTRUCCION ALCANTARILLADO SANITARIO Y REPAVIMENTACION AVENIDA NEBALL TRAMO A- DISTRITO 1 DESDE SENA HASTA EL EDIFICIO GALEON,"Construcción del sistema de alcantarillado sanitario y la repavimentación completa de una calzada de la Avenida Newball desde el edificio Galeón hasta el SENA, garantizando que los vertimientos de Punta Hansa sean dirigidos hacia su correspondiente sector Población Beneficiada : 1088 Nuevas Conexiones : 1088 Cobertura : Continuidad : 24 Empleos Generados : 1049",5117460047.00,0.00,Sin Información,Liquidado,100
SANTANDER,San Andres(SAN),Alcantarillado/Urbana,ACTUALIZACION PARCIAL REDES SANITARIAS MUNICIPIO DE SAN ANDRES - SANTANDER,"Población Beneficiada : 6780 Nuevas Conexiones : Cobertura : 0,95 Continuidad : Empleos Generados : 73",358259642.00,0.00,Sin Información,Liquidado,100
SAN ANDRES,San Andres(SAN),Alcantarillado/Urbana,"EXPANSION DE REDES DE ALCANTARILLADO SANITARIO EN LOS DISTRITOS 1,2,Y 3 SAN ANDRÉS","Con la ejecución del presente proyecto se incrementará la cobertura de alcantarillado sanitario de un 44% a un 53,72% en los sectores 1, 2 y 3 de San Andrés, beneficiando a una población de 2.998 habitantes.",5553725521.00,1477513779.00,2016EE0064198,Liquidado Contrato Obra,100
SAN ANDRES,San Andres(SAN),Alcantarillado/Urbana,"EXPANSION DE REDES DE ALCANTARILLADO SANITARIO EN LOS DISTRITOS 1,2,Y 3 SAN ANDRÉS","Con la ejecución del presente proyecto se incrementará la cobertura de alcantarillado sanitario de un 44% a un 53,72% en los sectores 1, 2 y 3 de San Andrés, beneficiando a una población de 2.998 habitantes.",5553725521.00,1477513779.00,2016EE0064198,Liquidado Contrato Obra,100
SANTANDER,San Andres(SAN),Alcantarillado/Urbana,"OPTIMIZACIÓN Y AMPLIACION DEL ALCANTARILLADO SANITARIO Y PLUVIAL DEL CASCO URBANO DEL MUNICIPIO DE SAN ANDRES, SANTANDER","CON LA EJECUCIóN DEL PROYECTO, SE AMPLIARá LA COBERTURA DEL SISTEMA DE ALCANTARILLADO EXISTENTE DEL 98% AL 100% Y SE MEJORARá SU CAPACIDAD MEDIANTE LA CONSTRUCIóN DEL SISTEMA DE ALCANTARILLADO PLUVIAL PERMITIENDO EL MANEJO DE LAS AGUAS LLUVIAS QUE SATURAN ACTUALMENTE EL SISTEMA EXISTENTE QUE FUNCIONA COMO COMBINADO.",4368608078.00,1946404544.00,2018EE0005937,Liquidado,100
SAN ANDRES,San Andres(SAN),Aseo/Urbana,ADECUACION Y OPTIMIZACIÓN DEL SITIO DE DISPOSICIÓN FINAL DE LA ZONA TRES DEL MAGIC GARDEN,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 205,700000000.00,299920989.00,Sin Información,Liquidado,100
CORDOBA,San Antero(COR),Alcantarillado/Rural,OPTIMIZACION DEL SISTEMA DE ALCANTARILLADO DEL CORREGIMIENTO EL PORVENIR DEL MUNICIPIO DE SAN ANTERO,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 805,3925325864.00,0.00,Sin Información,Liquidado Contrato Obra,100
CUNDINAMARCA,San Antonio Del Tequendama(CUN),Acueducto/Urbana,CONSTRUCCION PLAN MAESTRO DE ACUEDUCTO URBANO MUNICIPIO DE SAN ANTONIO DEL TEQUENDAMA,"CON EL PROYECTO SE PRETENDE ELIMAR LAS SOBREPRESIONES DE LA CONDUCCION QUE PRODUCE FALLAS DE SERVICIO Y GENERA FALTA DE CONTINUIDAD EN EL ABASTECIMIENTO, EL ALMACENAMIENTO ACTUAL ES INSUFICIENTE, CON EL ALMACENAMIENTO ACTUAL SE PREVEE MITIGAR ESTA CALAMIDAD.",0.00,710000000.00,7320-E2-70622,Liquidado,100
CUNDINAMARCA,San Antonio Del Tequendama(CUN),Alcantarillado/Rural,CONSTRUCCION DE 60 UNIDADES SANITARIAS EN LA ZONA RURAL DE SAN ANTONIO DEL TEQUENDAMA,"CONSTRUIR UNA UNIDAD SANITARIA DE OPTIMAS CONDICIONES, PARA UNA FAMILIA DE ESTRATO BAJO, DE LA ZONA RURAL DEL MUNICIPIO, LA CUAL SUBSANARA LAS CONDICIONES SANITARIAS Y MEJORAMIENTO EN LA CALIDAD DE VIDA DE LOS MISMOS, LA CUAL CONSTA DE UNA ZONA HUMEDA QUE INCLUYE DUCHA, Y UNA ZONA SECA QUE INCLUYE LAVAMANOS Y SANITARIO. VEREDAS EN LAS CUALES SE CONSTRUIRÁ LAS UNIDADES SANITARIAS DEL MUNICIPIO DE SAN ANTONIO DEL TEQUENDAMA SON: CHICAQUE, PONCHOS, LAGUNA GRANDE, SANTIVAS, CAICEDO, SAN JOSE, SEBASTIAN, LA MARIA, LAS ANGUSTIAS, NAPOLES, QUEBRADA GRANDE, PATIO DE BOLAS, CUBSIO Y LA RAMBLA.",0.00,410757360.00,7323-E2-102661,Liquidado,100
CUNDINAMARCA,San Antonio Del Tequendama(CUN),Alcantarillado/Rural,CONSTRUCCION DE UNIDADES SANITARIAS SECTOR RUAL DEL MUNICIPIO DE SAN ANTONIO DEL TEQUENDAMA,Población Beneficiada : 75 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 21,0.00,100714547.00,5100-E2-76544,Liquidado,100
CUNDINAMARCA,San Antonio Del Tequendama(CUN),Alcantarillado/Urbana,CONSTRUCCION DE LAS OBRAS DE OPTIMIZACION DE ALCANTARILLADO SANITARIO DE LA CABECERA MUNICIPAL DE SAN ANTONIO DEL TEQUENDAMA - CUNDINAMARCA *,"CON LA OPTIMIZACIÓN DEL SISTEMA DE ALCANTARILLADO SANITARIO DE LA CABECERA MUNICIPAL DE SAN ANTONIO DEL TEQUENDAMA SE BUSCA MITIGAR EL IMPACTO ASOCIADO POR CONTAMINACIÓN DE LAS AGUAS RESIDUALES MEDIANTE LA INSTALACIÓN DEL COLECTOR DE ENTREGA A LA QUEBRADA CUY, EVITANDO DE ESTA MANERA LAS DESCARGAS AL SUELO Y REDUCCIÓN DE FOCOS DE CONTAMINACIÓN, GARANTIZANDO ADEMÁS LA ADECUADA EVACUACIÓN DE LAS AGUAS RESIDUALES.",0.00,70376369.00,7323-E2-88938,Liquidado,100
CUNDINAMARCA,San Antonio Del Tequendama(CUN),Aseo/Regional,DOTACION VEHICULO COMPACTADOR RESIDUOS SOLIDOS 16YD3 (ARTICULACION REGIONAL MPIO SAN ANTONIO DE TEQUENDAMA Y TENA (REFORMULACION),Población Beneficiada : 963 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 54,0.00,265665400.00,5100-E2-62215,Liquidado,100
TOLIMA,San Antonio(TOL),Acueducto/Urbana,OPTIMIZACION DEL SISTEMA DE SUMINISTRO DE AGUA PARA EL ACUEDUCTO DEL MUNICIPIO DE SAN ANTONIO,"AMPLIACIÓN DE COBERTURA DEL 82% AL 100%, CONTINUIDAD DEL SERVICIO DE 22 HORAS A 24 HORAS, DISMINUCIÓN DEL IANC DEL 60% AL 25%",2370473240.00,290704118.00,7323-E2-12621,Liquidado,100
TOLIMA,San Antonio(TOL),Acueducto/Urbana,OPTIMIZACION DEL SISTEMA DE SUMINISTRO DE AGUA PARA EL ACUEDUCTO DEL MUNICIPIO DE SAN ANTONIO,"AMPLIACIÓN DE COBERTURA DEL 82% AL 100%, CONTINUIDAD DEL SERVICIO DE 22 HORAS A 24 HORAS, DISMINUCIÓN DEL IANC DEL 60% AL 25%",2370473240.00,290704118.00,7323-E2-12621,Liquidado,100
TOLIMA,San Antonio(TOL),Aseo/Urbana,MEJORAMIENTO DE LA GESTION INTEGRAL DE RESIDUOS SOLIDOS MEDIANTE LA ADQUISICION DE UN VEHICULO RECOLECTOR COMPACTADOR DE BASURAS PARA EL MUNICIPIO DE SAN ANTONIO TOLlMA,Disponibilidad para generar una cobertura de recolección y transporte en un 100% del casco urbano y Rural del municipio de San Antonio.,0.00,438850000.00,2018EE0018469,Liquidado Contrato Obra,100
CORDOBA,San Bernardo Viento(COR),Acueducto/Urbana,OPTIMIZACION Y AMPLIACION DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE DEL MUNICIPIO,Población Beneficiada : 9792 Nuevas Conexiones : NA Cobertura : Continuidad : Empleos Generados : 155,600000000.00,156636046.00,Sin Información,Liquidado,100
CORDOBA,San Bernardo Viento(COR),Acueducto/Urbana,OPTIMIZACION DEL SISTEMA DEL ACUEDUCTO REGIONAL DEL MUNIIPICIPIO,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 312,0.00,1520771899.00,Sin Información,Liquidado,100
CORDOBA,San Bernardo Viento(COR),Acueducto/Urbana,AMPLIACION A 50L/S DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE DEL MUNICIPIO DE SAN BERNARDO DEL VIENTO,Actualmente la comunidad de San Bernardo del Viento está consumiendo agua de mala calidad y se plantea con el proyecto asegurar el suministro de agua potable apta para el consumo humano y en ello eliminar el actual riesgo a la salud pública.,0.00,690684427.00,2014EE0095593,Liquidado,100
CORDOBA,San Bernardo Viento(COR),Acueducto/Urbana,OBRAS DE MITIGACION PARA LOS SISTEMAS DE CAPTACION EN EL RIO SINU DE LOS ACUEDUCTOS DE SAN BERNANDO DEL VIENTO Y MOÑITOS. MUNICIPIO DE SAN BERNANDO. *,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 107,521989321.00,0.00,5100-E2-151481,Liquidado,100
CORDOBA,San Bernardo Viento(COR),Alcantarillado/Urbana,CONSTRUCCION DE OBRAS EN EL PLAN MAESTRO DE ALCANTARILLADO DEL MUNICIPIO DE SAN BERNARDO DEL VIENTO,Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 577,2812608893.00,0.00,Sin Información,Liquidado,100
CORDOBA,San Bernardo Viento(COR),Alcantarillado/Urbana,OPTIMIZACION DEL SISTEMA DE ALCANTARILLADO SANITARIO PARA EL MUNICIPIO DE SAN BERNARDO DEL VIENTO ETAPA I (REFORMULACION),ND Población Beneficiada : Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 1121,2899239421.00,2559503748.00,Sin Información,En Liquidación,100
CUNDINAMARCA,San Bernardo(CUN),Acueducto/Urbana,CONSTRUCCION ACUEDUCTO EL DORADO FASE I MUNICIPIO DE SAN BERNARDO,"SUMINISTRAR AGUA POTABLE A LOS HABITANTES DE LAS VEREDAS EL DORADO, LA GRACIELA, EL DIAMANTE, EL CARMEN, EL TULCAN, LAUREL BAJO, LAUREL ALTO, AGUAMARILLA, AGUANEGRA, QUECOS, SAN FRANCISCO, SAN ANTONIO, TISCINCE Y PORTONES DEL MUNICIPIO DE SAN BERNARDO QUE CORRESPONDEN A 1105 SUARIOS Y 11 ESCUELAS AUMENTANDO LA COBERTURA EN EL SECTOR RURAL DEL 52% AL 90%",0.00,2950000000.00,7320-E2-70600,Liquidado,100
CUNDINAMARCA,San Bernardo(CUN),Alcantarillado/Rural,CONSTRUCCION DE UNIDADES SANITARIAS SECTOR RURAL MUNICIPIO DE SAN BERNARDO,Población Beneficiada : 30 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 8,0.00,40285819.00,5100-E2-61866,En Liquidación,100
CUNDINAMARCA,San Bernardo(CUN),Alcantarillado/Rural,CONSTRUCCION DE UNIDADES SANITARIAS SECTOR RURAL DEL MUNICIPIO DE SAN BERNARDO,Población Beneficiada : 345 Nuevas Conexiones : Cobertura : Continuidad : Empleos Generados : 95,0.00,463286901.00,5100-E2-68063,Liquidado,100
CUNDINAMARCA,San Bernardo(CUN),Alcantarillado/Rural,CONSTRUCCION DE 54 UNIDADES SANITARIAS EN LA ZONA RURAL DE SAN BERNARDO,"Construir unidades sanitarias de óptimas condiciones técnicas, las cuales constan en una zona húmeda, que incluye ducha y una zona seca que incluye sanitario y lavamanos, sistema séptico, puntos hidráulicos y eléctricos.",0.00,441583411.00,2015EE0057083,Liquidado Contrato Obra,100
